# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000       15.473      539.848
       1.002       10.000       15.473      539.848
       2.005        9.000       15.473      539.848
       3.006        5.000       15.473      539.848
       4.008       14.000       20.410      672.160
       5.010       12.000       20.410      672.160
       6.012       12.000       20.410      672.160
       7.014       13.000       20.410      672.160
       8.016       13.000       20.410      672.160
       9.019       14.000       20.410      672.160
      10.020       14.000       20.410      672.160
      11.022        9.000       20.410      672.160
      12.024       14.000       20.410      672.160
      13.025       12.000       20.410      672.160
      14.027        8.000       20.410      672.160
      15.028       10.000       20.410      672.160
      16.029       11.000       20.410      672.160
      17.031        9.000       20.410      672.160
      18.033        8.000       20.410      672.160
      19.035       17.000       20.719      672.305
      20.037       13.000       20.719      672.305
      21.039       13.000       20.719      672.305
      22.041       13.000       20.719      672.305
      23.043       12.000       20.719      672.305
      24.045       13.000       20.719      672.305
      25.047       14.000       20.719      672.305
      26.048       17.000       20.719      672.531
      27.051       13.000       20.719      672.531
      28.053       14.000       20.719      672.531
      29.054       13.000       20.719      672.531
      30.057       13.000       20.719      672.531
      31.059       12.000       20.719      672.531
      32.061       21.000       20.977      672.703
      33.063       12.000       20.977      672.703
      34.064       13.000       20.977      672.703
      35.066       12.000       20.977      672.703
      36.067       12.000       20.977      672.703
      37.069       19.000       21.234      672.844
      38.071       13.000       21.234      672.844
      39.073       12.000       21.234      672.844
      40.075       12.000       21.234      672.844
      41.077       13.000       21.234      672.844
      42.079       11.000       21.234      672.844
      43.081       15.000       21.234      672.844
      44.083       19.000       21.020      672.449
      45.085       14.000       21.020      672.449
      46.086       13.000       21.020      672.449
      47.088       13.000       21.020      672.449
      48.090       14.000       21.020      672.449
      49.092       14.000       21.020      672.449
      50.095       19.000       21.273      672.902
      51.097       13.000       21.273      672.902
      52.099       14.000       21.273      672.902
      53.100       12.000       21.273      672.902
      54.102       14.000       21.273      672.902
      55.104       14.000       21.273      672.902
      56.106       12.000       21.273      672.902
      57.108       21.000       21.273      673.059
      58.110       13.000       21.273      673.059
      59.112       13.000       21.273      673.059
      60.114       14.000       21.273      673.059
      61.116       14.000       21.273      673.059
      62.117       13.000       21.273      673.059
      63.119       14.000       21.273      673.059
      64.121       22.000       21.531      673.246
      65.123       12.000       21.531      673.246
      66.125       14.000       21.531      673.246
      67.127       14.000       21.531      673.246
      68.129       11.000       21.531      673.246
      69.130       22.000       21.789      673.500
      70.132       13.000       21.789      673.500
      71.134       12.000       21.789      673.500
      72.136       13.000       21.789      673.500
      73.137       12.000       21.789      673.500
      74.139       12.000       21.789      673.500
      75.141       22.900       22.047      673.641
      76.143       14.000       22.047      673.641
